productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extDescription,extCardType,extNumber,extColor,extCost,extPower,extSubtypes,extAttribute,extLife,extCounterplus
482704,Jozu,Jozu,https://tcgplayer-cdn.tcgplayer.com/product/482704_200w.jpg,68,17698,https://cpt.tcgcsv.com/66T5,2023-03-10T05:03:15.877,1,0.14,0.5,99.0,0.42,,Foil,R,"[DON!! x1] If you have 2 or less Life cards and your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush]. <em>(This card can attack on the turn in which it is played.)</em>",Character,OP02-008,Red,4,4000,Whitebeard Pirates,Strike,,2000
482705,Monkey.D.Garp (002),MonkeyDGarp 002,https://tcgplayer-cdn.tcgplayer.com/product/482705_200w.jpg,68,17698,https://cpt.tcgcsv.com/76T5,2023-03-10T05:03:15.877,1,0.19,0.45,5.0,0.41,,Normal,L,"[Your Turn] When this Leader or 1 of your Characters is given a DON!! card, give up to 1 of your opponent's Characters with a cost of 7 or less -1 cost during this turn.",Leader,OP02-002,Red;Black,,5000,Navy,Strike,4,
482706,Kingdew,Kingdew,https://tcgplayer-cdn.tcgplayer.com/product/482706_200w.jpg,68,17698,https://cpt.tcgcsv.com/86T5,2023-03-10T05:03:15.877,1,0.01,0.15,5.0,0.05,,Normal,C,,Character,OP02-006,Red,5,7000,Whitebeard Pirates,Strike,,1000
482707,Thatch,Thatch,https://tcgplayer-cdn.tcgplayer.com/product/482707_200w.jpg,68,17698,https://cpt.tcgcsv.com/96T5,2023-03-10T05:03:15.877,1,0.01,0.15,5.0,0.05,,Normal,C,,Character,OP02-007,Red,6,8000,Whitebeard Pirates,Wisdom,,1000
482718,Uta,Uta,https://tcgplayer-cdn.tcgplayer.com/product/482718_200w.jpg,68,17698,https://cpt.tcgcsv.com/n6T5,2023-05-12T13:39:34.507,1,9.69,11.66,100.98,10.87,,Foil,SEC,[On Play] DON!! -2 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Your Leader and all of your Characters gain +1000 power until the start of your next turn.,Character,OP02-120,Purple,8,8000,,Special,,
483093,Dogura,Dogura,https://tcgplayer-cdn.tcgplayer.com/product/483093_200w.jpg,68,17698,https://cpt.tcgcsv.com/TfT5,2023-03-10T05:03:15.877,1,0.01,0.15,5.0,0.06,,Normal,C,[Activate:Main] <strong>You may rest this Character</strong>: Play up to 1 red Character other than [Dogura] with a cost of 1 from your hand.,Character,OP02-010,Red,1,2000,Mountain Bandits,Slash,,1000
483094,Blenheim,Blenheim,https://tcgplayer-cdn.tcgplayer.com/product/483094_200w.jpg,68,17698,https://cpt.tcgcsv.com/VfT5,2023-03-10T05:03:15.877,1,0.01,0.15,5.0,0.04,,Normal,C,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Character,OP02-012,Red,2,3000,Whitebeard Pirates,Slash,,
483095,Vista,Vista,https://tcgplayer-cdn.tcgplayer.com/product/483095_200w.jpg,68,17698,https://cpt.tcgcsv.com/WfT5,2023-03-10T05:03:15.877,1,0.09,0.31,13.89,0.27,,Foil,R,[On Play] K.O. up to 1 of your opponent's Characters with 3000 power or less.,Character,OP02-011,Red,3,3000,Whitebeard Pirates,Slash,,1000
483096,Squard (Box Topper),Squard Box Topper,https://tcgplayer-cdn.tcgplayer.com/product/483096_200w.jpg,68,17698,https://cpt.tcgcsv.com/XfT5,2023-03-10T05:03:15.877,1,1.0,1.98,29.99,1.78,,Foil,UC,"[On Play] If your Leader's type includes ""Whitebeard Pirates"", give up to 1 of your opponent's Characters -4000 power during this turn and add 1 card from the top of your Life cards to your hand.",Character,OP02-009,Red,3,5000,Whitebeard Pirates Allies,Slash,,
483360,Uta (Alternate Art),Uta Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/483360_200w.jpg,68,17698,https://cpt.tcgcsv.com/dmT5,2023-05-12T13:39:39.103,1,29.0,35.0,320.0,29.48,,Foil,SEC,[On Play] DON!! -2 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Your Leader and all of your Characters gain +1000 power until the start of your next turn.,Character,OP02-120,Purple,8,8000,,Special,,
483470,Edward.Newgate (001) (Alternate Art),EdwardNewgate 001 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/483470_200w.jpg,68,17698,https://cpt.tcgcsv.com/qpT5,2023-03-10T05:03:15.877,1,98.01,114.0,220.0,102.49,,Foil,L,[End of Your Turn] Add 1 card from the top of your Life cards to your hand.,Leader,OP02-001,Red,,6000,The Four Emperors;Whitebeard Pirates,Special,6,
483627,Monkey.D.Garp (002) (Alternate Art),MonkeyDGarp 002 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/483627_200w.jpg,68,17698,https://cpt.tcgcsv.com/zsT5,2023-03-10T05:03:15.877,1,108.13,125.15,199.99,113.84,,Foil,L,"[Your Turn] When this Leader or 1 of your Characters is given a DON!! card, give up to 1 of your opponent's Characters with a cost of 7 or less -1 cost during this turn.",Leader,OP02-002,Red;Black,,5000,Navy,Strike,4,
483628,Sanji (Alternate Art),Sanji Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/483628_200w.jpg,68,17698,https://cpt.tcgcsv.com/BsT5,2023-03-10T05:03:15.877,1,140.6,175.0,399.0,143.22,,Foil,L,"[Once Per Turn] When you play a Character with no base effect from your hand, if you have 3 or less Characters, set up to 2 of your DON!! cards as active.",Leader,OP02-026,Blue;Green,,5000,Straw Hat Crew,Strike,4,
483629,Kin'emon (Alternate Art),Kinemon Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/483629_200w.jpg,68,17698,https://cpt.tcgcsv.com/CsT5,2023-03-10T05:03:15.877,1,34.52,42.35,150.0,34.94,,Foil,L,"[Activate:Main] [Once Per Turn] If you have 1 or less Characters, the next time you play a [Land of Wano] type Character card with a cost of 3 or more from your hand during this turn, the cost will be reduced by 1.",Leader,OP02-025,Green,,5000,Land of Wano;The Akazaya Nine,Slash,5,
483949,Emporio.Ivankov (049) (Alternate Art),EmporioIvankov 049 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/483949_200w.jpg,68,17698,https://cpt.tcgcsv.com/_BT5,2023-03-10T05:03:15.877,1,36.55,47.8,199.99,39.06,,Foil,L,"[End of Your Turn] If you have 0 cards in your hand, draw 2 cards.",Leader,OP02-049,Blue,,5000,Revolutionary Army;Impel Down,Special,5,
484134,Magellan (071) (Alternate Art),Magellan 071 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/484134_200w.jpg,68,17698,https://cpt.tcgcsv.com/JGT5,2023-03-10T05:03:15.877,1,39.99,50.0,200.0,45.84,,Foil,L,"[Your Turn] [Once Per Turn] When a DON!! card on your field is returned to your DON!! deck, this Leader gains +1000 power during this turn.",Leader,OP02-071,Purple,,6000,Impel Down,Special,5,
484314,Zephyr (Alternate Art),Zephyr Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/484314_200w.jpg,68,17698,https://cpt.tcgcsv.com/jLT5,2023-03-10T05:03:15.877,1,39.5,46.01,108.9,30.37,,Foil,L,"[When Attacking] DON!! -4 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: K.O. up to 1 of your opponent's Characters with a cost of 3 or less. Then, this Leader gains +1000 power during this turn.",Leader,OP02-072,Purple,,5000,Film;Neo Navy,Strike,4,
484476,Smoker (093) (Alternate Art),Smoker 093 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/484476_200w.jpg,68,17698,https://cpt.tcgcsv.com/xPT5,2023-03-10T05:03:15.877,1,79.51,94.01,275.0,89.51,,Foil,L,"[DON!! x1] [Activate:Main] [Once Per Turn] Give up to 1o of your opponent's Characters -1 cost during this turn. Then, if there is a Character with a cost of 0, this Leader gains +1000 power during this turn.",Leader,OP02-093,Black,,5000,Navy,Special,5,
484627,Kouzuki Oden (Alternate Art),Kouzuki Oden Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/484627_200w.jpg,68,17698,https://cpt.tcgcsv.com/zST5,2023-03-10T05:03:15.877,1,6.88,8.25,89.99,7.5,,Foil,SR,"[Activate:Main] [Once Per Turn] (3) <em>(You may rest the specified number of DON!! cards in your cost area.)</em>: Set this Character as active.
<br>
[On K.O.] Play up to 1 green ""Land of Wano"" type Character card with a cost of 3 from your deck. Then, shuffle your deck.",Character,OP02-030,Green,8,8000,Land of Wano;Kouzuki Clan,Slash,,
484822,Monkey.D.Garp (115) (Alternate Art),MonkeyDGarp 115 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/484822_200w.jpg,68,17698,https://cpt.tcgcsv.com/sXT5,2023-03-10T05:03:15.877,1,11.32,15.87,50.0,12.97,,Foil,R,[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with a cost of 0.,Character,OP02-115,Black,2,3000,Navy,Strike,,2000
485087,Borsalino (Alternate Art),Borsalino Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/485087_200w.jpg,68,17698,https://cpt.tcgcsv.com/M2V5,2023-03-10T05:03:15.877,1,6.0,9.61,125.0,8.48,,Foil,SR,"[Opponent's Turn] This Character gains +1000 power and cannot be K.O.'d by effects.
<br>
[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Character,OP02-114,Black,4,5000,Navy,Special,,1000
485162,Kuzan (096) (Alternate Art),Kuzan 096 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/485162_200w.jpg,68,17698,https://cpt.tcgcsv.com/g5V5,2023-03-10T05:03:15.877,1,11.25,14.21,199.99,12.31,,Foil,SR,"[On Play] Draw 1 card.
<br>
[When Attacking] Give up to 1 of your opponent's Characters -4 cost during this turn.",Character,OP02-096,Black,4,5000,Navy,Special,,
485235,Portgas.D.Ace,PortgasDAce,https://tcgplayer-cdn.tcgplayer.com/product/485235_200w.jpg,68,17698,https://cpt.tcgcsv.com/K6V5,2023-03-10T05:03:15.877,1,3.99,7.49,50.0,5.1,,Foil,SR,"[On Play] Give up to 2 of your opponent's Characters -3000 power during this turn. Then, if your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush] during this turn. <em>(This card can attack on the turn in which it is played.)</em>",Character,OP02-013,Red,7,7000,Whitebeard Pirates,Special,,
485236,Kouzuki Toki (Box Topper),Kouzuki Toki Box Topper,https://tcgplayer-cdn.tcgplayer.com/product/485236_200w.jpg,68,17698,https://cpt.tcgcsv.com/L6V5,2023-03-10T05:03:15.877,1,11.74,20.5,180.0,12.12,,Foil,UC,"If you have a [Kouzuki Oden] Character, this Character gains [Blocker]. <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Character,OP02-031,Green,1,0,Land of Wano;Kouzuki Clan,Wisdom,,1000
485237,Boa Hancock (Box Topper),Boa Hancock Box Topper,https://tcgplayer-cdn.tcgplayer.com/product/485237_200w.jpg,68,17698,https://cpt.tcgcsv.com/M6V5,2023-03-10T05:03:15.877,1,53.11,60.0,299.0,57.2,,Foil,UC,"[When Attacking] Draw 1 card and trash 1 card from your hand. Then, trash up to 3 cards from your hand.",Character,OP02-059,Blue,4,5000,Kuja Pirates;The Seven Warlords of the Sea;Impel Down,Special,,1000
485238,Monkey.D.Luffy (062),MonkeyDLuffy 062,https://tcgplayer-cdn.tcgplayer.com/product/485238_200w.jpg,68,17698,https://cpt.tcgcsv.com/N6V5,2023-03-10T05:03:15.877,1,1.2,2.25,50.0,1.66,,Foil,SR,"[On Play] / [When Attacking] <strong>You may trash 2 cards from your hand</strong>: Return up to 1 Character with a cost of 4 or less to the owner's hand. Then, this Character gains [Double Attack] during this turn. <em>(This card deals 2 damage.)</em>",Character,OP02-062,Blue,6,7000,Straw Hat Crew;Impel Down,Strike,,
485239,Zephyr,Zephyr,https://tcgplayer-cdn.tcgplayer.com/product/485239_200w.jpg,68,17698,https://cpt.tcgcsv.com/P6V5,2023-03-10T05:03:15.877,1,0.09,0.25,10.0,0.22,,Normal,L,"[When Attacking] DON!! -4 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: K.O. up to 1 of your opponent's Characters with a cost of 3 or less. Then, this Leader gains +1000 power during this turn.",Leader,OP02-072,Purple;Black,,5000,Film;Neo Navy,Strike,4,
485241,Minokoala (Box Topper),Minokoala Box Topper,https://tcgplayer-cdn.tcgplayer.com/product/485241_200w.jpg,68,17698,https://cpt.tcgcsv.com/R6V5,2023-03-10T05:03:15.877,1,1.4,2.24,19.99,1.96,,Foil,UC,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[On K.O.] If your Leader has the [Impel Down] type, add up to 1 DON!! card from your DON!! deck and rest it.",Character,OP02-086,Purple,4,5000,Impel Down;Jailer Beast,Strike,,1000
485242,Sakazuki,Sakazuki,https://tcgplayer-cdn.tcgplayer.com/product/485242_200w.jpg,68,17698,https://cpt.tcgcsv.com/S6V5,2023-03-10T05:03:15.877,1,0.2,0.5,50.0,0.4,,Foil,SR,[On Play] <strong>You may trash 1 card from your hand</strong>: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,Character,OP02-099,Black,6,7000,Navy,Special,,
485243,Tashigi,Tashigi,https://tcgplayer-cdn.tcgplayer.com/product/485243_200w.jpg,68,17698,https://cpt.tcgcsv.com/T6V5,2023-03-10T05:03:15.877,1,0.01,0.2,5.0,0.1,,Normal,C,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters -3 cost during this turn.,Character,OP02-105,Black,3,5000,Navy,Slash,,
485244,Tashigi (Box Topper),Tashigi Box Topper,https://tcgplayer-cdn.tcgplayer.com/product/485244_200w.jpg,68,17698,https://cpt.tcgcsv.com/V6V5,2023-03-10T05:03:15.877,1,5.33,7.72,32.0,6.32,,Foil,C,[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters -3 cost during this turn.,Character,OP02-105,Black,3,5000,Navy,Slash,,
485245,Donquixote Rosinante (Box Topper),Donquixote Rosinante Box Topper,https://tcgplayer-cdn.tcgplayer.com/product/485245_200w.jpg,68,17698,https://cpt.tcgcsv.com/W6V5,2023-03-10T05:03:15.877,1,9.8,12.67,21.98,10.73,,Foil,C,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Character,OP02-108,Black,2,2000,Donquixote Pirates;Navy,Special,,1000
485246,Borsalino,Borsalino,https://tcgplayer-cdn.tcgplayer.com/product/485246_200w.jpg,68,17698,https://cpt.tcgcsv.com/X6V5,2023-03-10T05:03:15.877,1,0.3,0.75,50.22,0.43,,Foil,SR,"[Opponent's Turn] This Character gains +1000 power and cannot be K.O.'d by effects.
<br>
[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Character,OP02-114,Black,4,5000,Navy,Special,,1000
485255,Sakazuki (Alternate Art),Sakazuki Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/485255_200w.jpg,68,17698,https://cpt.tcgcsv.com/77V5,2023-03-10T05:03:15.877,1,5.0,9.76,75.0,7.11,,Foil,SR,[On Play] <strong>You may trash 1 card from your hand</strong>: K.O. up to 1 of your opponent's Characters with a cost of 5 or less.,Character,OP02-099,Black,6,7000,Navy,Special,,
485397,Kuzan (121),Kuzan 121,https://tcgplayer-cdn.tcgplayer.com/product/485397_200w.jpg,68,17698,https://cpt.tcgcsv.com/Z9V5,2023-05-12T13:39:22.14,1,1.79,3.82,100.0,2.54,,Foil,SEC,"[Your Turn] Give all of your opponent's Characters -5 cost.
<br>
[On Play] K.O. up to 1 of your opponent's Characters with a cost of 0.",Character,OP02-121,Black,10,10000,Former Navy,Special,,
485456,Kuzan (121) (Alternate Art),Kuzan 121 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/485456_200w.jpg,68,17698,https://cpt.tcgcsv.com/8cV5,2023-05-12T13:39:27.41,1,10.99,14.87,169.99,11.79,,Foil,SEC,"[Your Turn] Give all of your opponent's Characters -5 cost.
<br>
[On Play] K.O. up to 1 of your opponent's Characters with a cost of 0.",Character,OP02-121,Black,10,10000,Former Navy,Special,,
485457,Little Sadi (Alternate Art),Little Sadi Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/485457_200w.jpg,68,17698,https://cpt.tcgcsv.com/9cV5,2023-03-10T05:03:15.877,1,6.0,7.84,72.94,6.67,,Foil,R,[On Play] Play up to 1 [Jailer Beast] type Character card from your hand.,Character,OP02-073,Purple,3,3000,Impel Down,Wisdom,,2000
485459,Magellan (085) (Alternate Art),Magellan 085 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/485459_200w.jpg,68,17698,https://cpt.tcgcsv.com/ccV5,2023-03-10T05:03:15.877,1,7.0,8.99,124.0,7.78,,Foil,SR,"[On Play] DON!! -1 <em>(You may return the specified number of DON!! cards from your field to your DON!! deck.)</em>: Your opponent returns 1 DON!! card from their field to their DON!! deck.
<br>
[Opponent's Turn] When this Character is K.O.'d, your opponent returns 2 DON!! cards from their field to their DON!! deck.",Character,OP02-085,Purple,5,6000,Impel Down,Special,,
485812,Emporio.Ivankov (051) (Alternate Art),EmporioIvankov 051 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/485812_200w.jpg,68,17698,https://cpt.tcgcsv.com/glV5,2023-03-10T05:03:15.877,1,4.75,6.58,50.0,5.7,,Foil,SR,[On Play] Draw card(s) so that you have 3 cards in your hand and then play up to 1 blue [Impel Down] type Character card with a cost of 6 or less from your hand.,Character,OP02-051,Blue,7,7000,Revolutionary Army;Impel Down,Special,,
485813,Buggy (Alternate Art),Buggy Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/485813_200w.jpg,68,17698,https://cpt.tcgcsv.com/hlV5,2023-03-10T05:03:15.877,1,15.0,22.0,59.87,19.84,,Foil,R,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 blue [Impel Down] type card other than [Buggy] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Character,OP02-058,Blue,1,2000,Buggy Pirates;Impel Down,Slash,,1000
485814,Monkey.D.Luffy (062) (Alternate Art),MonkeyDLuffy 062 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/485814_200w.jpg,68,17698,https://cpt.tcgcsv.com/jlV5,2023-03-10T05:03:15.877,1,68.69,94.66,149.0,79.58,,Foil,SR,"[On Play] / [When Attacking] <strong>You may trash 2 cards from your hand</strong>: Return up to 1 Character with a cost of 4 or less to the owner's hand. Then, this Character gains [Double Attack] during this turn. <em>(This card deals 2 damage.)</em>",Character,OP02-062,Blue,6,7000,Straw Hat Crew;Impel Down,Strike,,
485861,Edward.Newgate (004) (Alternate Art),EdwardNewgate 004 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/485861_200w.jpg,68,17698,https://cpt.tcgcsv.com/fmV5,2023-03-10T05:03:15.877,1,17.98,28.02,150.0,18.82,,Foil,SR,"[On Play] Up to 1 of your Leader gains +2000 power until the start of your next turn. Then, you cannot add Life cards to your hand using your own effects during this turn.
<br>
[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 3000 power or less.",Character,OP02-004,Red,9,10000,The Four Emperors;Whitebeard Pirates,Special,,
485862,Portgas.D.Ace (Parallel) (Manga) (Alternate Art),PortgasDAce Parallel Manga Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/485862_200w.jpg,68,17698,https://cpt.tcgcsv.com/gmV5,2024-07-19T12:41:59.467,1,2100.0,3997.5,20000.0,1819.41,,Foil,SR,"[On Play] Give up to 2 of your opponent's Characters -3000 power during this turn. Then, if your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush] during this turn. <em>(This card can attack on the turn in which it is played.)</em>",Character,OP02-013,Red,7,7000,Whitebeard Pirates,Special,,
485863,Marco (Alternate Art),Marco Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/485863_200w.jpg,68,17698,https://cpt.tcgcsv.com/hmV5,2023-03-10T05:03:15.877,1,4.89,6.91,35.0,5.87,,Foil,R,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[On K.O.] <strong>You may trash 1 card with a type including ""Whitebeard Pirates"" from your hand</strong>: If you have 2 or less Life cards, play this Character card from your trash rested.",Character,OP02-018,Red,4,5000,Whitebeard Pirates,Special,,1000
485864,Masked Deuce (Alternate Art),Masked Deuce Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/485864_200w.jpg,68,17698,https://cpt.tcgcsv.com/jmV5,2023-03-10T05:03:15.877,1,1.5,3.11,39.99,2.01,,Foil,R,[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 2000 power or less.,Character,OP02-017,Red,2,3000,Spade Pirates,Wisdom,,2000
486332,Squard,Squard,https://tcgplayer-cdn.tcgplayer.com/product/486332_200w.jpg,68,17698,https://cpt.tcgcsv.com/GxV5,2023-03-10T05:03:15.877,1,0.02,0.19,5.0,0.07,,Normal,UC,"[On Play] If your Leader's type includes ""Whitebeard Pirates"", give up to 1 of your opponent's Characters -4000 power during this turn and add 1 card from the top of your Life cards to your hand.",Character,OP02-009,Red,3,5000,Whitebeard Pirates Allies,Slash,,
486333,Portgas.D.Ace (Parallel),PortgasDAce Parallel,https://tcgplayer-cdn.tcgplayer.com/product/486333_200w.jpg,68,17698,https://cpt.tcgcsv.com/HxV5,2023-03-10T05:03:15.877,1,54.98,82.5,199.99,60.29,,Foil,SR,"[On Play] Give up to 2 of your opponent's Characters -3000 power during this turn. Then, if your Leader's type includes ""Whitebeard Pirates"", this Character gains [Rush] during this turn. <em>(This card can attack on the turn in which it is played.)</em>",Character,OP02-013,Red,7,7000,Whitebeard Pirates,Special,,
486334,Whitey Bay,Whitey Bay,https://tcgplayer-cdn.tcgplayer.com/product/486334_200w.jpg,68,17698,https://cpt.tcgcsv.com/JxV5,2023-03-10T05:03:15.877,1,0.04,0.19,5.0,0.11,,Normal,UC,[DON!! x1] This Character can also attack your opponent's active Characters.,Character,OP02-014,Red,1,2000,Whitebeard Pirates Allies,Slash,,1000
486335,Makino,Makino,https://tcgplayer-cdn.tcgplayer.com/product/486335_200w.jpg,68,17698,https://cpt.tcgcsv.com/KxV5,2024-11-08T20:17:48.877,1,0.07,0.25,4.99,0.13,,Normal,UC,[Activate:Main] <strong>You may rest this Character</strong>: Up to 1 of your red Characters with a cost of 1 gains +3000 power during this turn.,Character,OP02-015,Red,1,0,Windmill Village,Wisdom,,2000
486336,Magura,Magura,https://tcgplayer-cdn.tcgplayer.com/product/486336_200w.jpg,68,17698,https://cpt.tcgcsv.com/LxV5,2023-03-10T05:03:15.877,1,0.02,0.2,5.0,0.05,,Normal,C,[On Play] Up to 1 of your red Characters with a cost of 1 gains +3000 power during this turn.,Character,OP02-016,Red,1,2000,Mountain Bandits,Slash,,1000
486337,Masked Deuce,Masked Deuce,https://tcgplayer-cdn.tcgplayer.com/product/486337_200w.jpg,68,17698,https://cpt.tcgcsv.com/MxV5,2023-03-10T05:03:15.877,1,0.05,0.25,25.0,0.17,,Foil,R,[DON!! x2] [When Attacking] K.O. up to 1 of your opponent's Characters with 2000 power or less.,Character,OP02-017,Red,2,3000,Spade Pirates,Wisdom,,2000
