productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extDescription,extColor,extCardType,extCost,extPower,extSubtypes,extCounterplus,extAttribute
653835,Gum-Gum Giant (Alternate Art),Gum Gum Giant Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/653835_200w.jpg,68,24305,https://cpt.tcgcsv.com/Kxf7,2025-10-28T14:08:08.807,1,1047.89,1200.0,5000.0,881.37,,Foil,R,OP09-078,"[Counter] <strong>DON!! 2, You may trash 1 card from your hand</strong>: If your Leader has the ""Straw Hat Crew"" type, up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, draw 2 cards.",Purple,Event,1,,Straw Hat Crew;The Four Emperors,,
653836,My Era...Begins!! (Alternate Art),My EraBegins Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/653836_200w.jpg,68,24305,https://cpt.tcgcsv.com/Lxf7,2025-11-05T19:12:56.193,1,345.0,397.65,450.0,376.2,,Foil,R,OP09-096,"[Main] Look at 3 cards from the top of your deck; reveal up to 1 ""Blackbeard Pirates"" type card other than [My Era...Begins!!] and add it to your hand. Then, trash the rest.<br>
[Trigger] Activate this card's [Main] effect.",Black,Event,1,,Blackbeard Pirates,,
653838,Edward.Newgate - ST15-002 (Alternate Art),EdwardNewgate ST15 002 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/653838_200w.jpg,68,24305,https://cpt.tcgcsv.com/Nxf7,2025-10-03T04:10:12.437,1,34.79,40.0,59.95,34.92,,Foil,SR,ST15-002,"[On Play] Give up to 1 rested DON!! card to your Leader or 1 of your Characters.<br>
<br>
[Activate: Main] <strong>You may rest this Character</strong>: K.O. up to 1 of your opponent's Characters with 5000 power or less.",Red,Character,7,8000,The Four Emperors;Whitebeard Pirates,,Special
653839,Shanks - ST16-004 (Alternate Art),Shanks ST16 004 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/653839_200w.jpg,68,24305,https://cpt.tcgcsv.com/Pxf7,2025-10-03T04:10:12.437,1,59.99,72.07,199.0,54.43,,Foil,SR,ST16-004,[On Play] K.O. up to 1 of your opponent's rested Characters.,Green,Character,9,11000,FILM;The Four Emperors;Red-Haired Pirates,,Slash
653840,Sabo - PRB02-014,Sabo PRB02 014,https://tcgplayer-cdn.tcgplayer.com/product/653840_200w.jpg,68,24305,https://cpt.tcgcsv.com/Qxf7,2025-10-03T04:10:12.437,1,5.5,7.7,24.99,6.0,,Foil,SR,PRB02-014,"If you have 15 or more cards in your trash, give this card in your hand -3 cost.
<br>[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Black,Character,6,6000,Revolutionary Army;Dressrosa,2000,Special
653841,Sabo - PRB02-014 (Alternate Art),Sabo PRB02 014 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/653841_200w.jpg,68,24305,https://cpt.tcgcsv.com/Rxf7,2025-10-03T04:10:12.437,1,18.0,24.0,54.97,19.82,,Foil,SR,PRB02-014,"If you have 15 or more cards in your trash, give this card in your hand -3 cost.
<br>[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>",Black,Character,6,6000,Revolutionary Army;Dressrosa,2000,Special
653842,Gecko Moria,Gecko Moria,https://tcgplayer-cdn.tcgplayer.com/product/653842_200w.jpg,68,24305,https://cpt.tcgcsv.com/Sxf7,2025-10-03T04:10:12.437,1,1.5,3.0,420.69,1.89,,Foil,R,PRB02-013,"[On Play] If your Leader has the ""Thriller Bark Pirates"" type, play up to 1 Character card with a cost of 4 or less from your trash rested. Then, give up to 1 rested DON!! card to your Leader or 1 of your Characters.",Black,Character,6,7000,The Seven Warlords of the Sea;Thriller Bark Pirates,,Special
653843,Gecko Moria (Alternate Art),Gecko Moria Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/653843_200w.jpg,68,24305,https://cpt.tcgcsv.com/Txf7,2025-10-03T04:10:12.437,1,12.23,17.35,420.69,13.09,,Foil,R,PRB02-013,"[On Play] If your Leader has the ""Thriller Bark Pirates"" type, play up to 1 Character card with a cost of 4 or less from your trash rested. Then, give up to 1 rested DON!! card to your Leader or 1 of your Characters.",Black,Character,6,7000,The Seven Warlords of the Sea;Thriller Bark Pirates,,Special
653857,Boa Hancock,Boa Hancock,https://tcgplayer-cdn.tcgplayer.com/product/653857_200w.jpg,68,24305,https://cpt.tcgcsv.com/9zf7,2026-01-26T14:00:11.203,1,2.5,4.5,30.0,3.69,,Foil,SR,PRB02-017,"[On Play] <strong>You may trash 1 card with a [Trigger] from your hand:</strong> Your opponent's rested Leader or up to 1 of your opponent's Characters other than [Monkey.D.Luffy] cannot attack until the end of your opponent's next End Phase.
<br>[Trigger] K.O up to 1 of your opponent's Characters with a cost of 4 or less",Yellow,Character,5,7000,FILM;Kuja Pirates;The Seven Warlords of the Sea,,Special
653858,Boa Hancock (Alternate Art),Boa Hancock Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/653858_200w.jpg,68,24305,https://cpt.tcgcsv.com/bzf7,2025-10-03T04:10:12.437,1,74.7,115.0,399.99,73.72,,Foil,SR,PRB02-017,"[Once Per Turn] <strong>You may trash 1 card with a [Trigger] from your hand:</strong> Your opponent's rested Leader or up to 1 of your opponent's Characters other than [Monkey.D.Luffy] cannot attack until the end of your opponent's next End Phase.
<br>[Trigger] K.O up to 1 of your opponent's Characters with a cost of 4 or less",Yellow,Character,5,7000,FILM;Kuja Pirates;The Seven Warlords of the Sea,,Special
653860,Portgas.D.Ace - PRB02-018 (Alternate Art),PortgasDAce PRB02 018 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/653860_200w.jpg,68,24305,https://cpt.tcgcsv.com/dzf7,2025-10-03T04:10:12.437,1,9.0,14.06,55.0,12.51,,Foil,R,PRB02-018,"[On Play] If you have a face-up Life card, play up to 1 [Sabo], [Portgas.D.Ace], or [Monkey.D.Luffy] with a cost of 2 from your hand or trash.",Yellow,Character,5,7000,Whitebeard Pirates,,Special
653862,Portgas.D.Ace - PRB02-018,PortgasDAce PRB02 018,https://tcgplayer-cdn.tcgplayer.com/product/653862_200w.jpg,68,24305,https://cpt.tcgcsv.com/gzf7,2025-10-03T04:10:12.437,1,0.25,0.82,14.99,0.7,,Foil,R,PRB02-018,"[On Play] If you have a face-up Life card, play up to 1 [Sabo], [Portgas.D.Ace], or [Monkey.D.Luffy] with a cost of 2 from your hand or trash.",Yellow,Character,5,7000,Whitebeard Pirates,,Special
653914,Trafalgar Law - ST17-002 (Alternate Art),Trafalgar Law ST17 002 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/653914_200w.jpg,68,24305,https://cpt.tcgcsv.com/jBf7,2025-10-03T04:10:12.437,1,19.58,25.99,80.0,23.3,,Foil,SR,ST17-002,"[On Play] You may return 1 of your Characters to the owner's hand: If your Leader has the ""The Seven Warlords of the Sea"" type, return up to 1 Character with a cost of 4 or less to the owner's hand.",Blue,Character,4,5000,Heart Pirates;The Seven Warlords of the Sea,1000,Slash
653917,Scratchmen Apoo - EB01-015 (Alternate Art),Scratchmen Apoo EB01 015 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/653917_200w.jpg,68,24305,https://cpt.tcgcsv.com/mBf7,2025-10-03T04:10:12.437,1,6.73,10.0,28.48,7.19,,Foil,R,EB01-015,[On Play] Rest up to 1 of your opponent's Characters with a cost of 2 or less.,Green,Character,1,1000,On-Air Pirates;Supernovas,2000,Special
653918,Urouge (Alternate Art),Urouge Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/653918_200w.jpg,68,24305,https://cpt.tcgcsv.com/nBf7,2025-10-03T04:10:12.437,1,1.25,2.49,420.69,1.69,,Foil,R,OP07-021,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>[End of Your Turn] Set up to 1 of your DON!! cards as active.",Green,Character,4,5000,Fallen Monk Pirates;Supernovas,1000,Strike
654022,Roronoa Zoro - OP10-095 (Alternate Art),Roronoa Zoro OP10 095 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/654022_200w.jpg,68,24305,https://cpt.tcgcsv.com/sDf7,2025-10-03T04:10:12.437,1,11.2,16.15,29.99,13.97,,Foil,R,OP10-095,"[On Play] <strong>You may rest 1 of your ""Dressrosa"" type Leader or Stage cards:</strong> K.O. up to 1 of your opponent's Characters with a cost of 4 or less. Then, trash 2 cards from the top of your deck.",Black,Character,4,6000,Straw Hat Crew;Supernovas;Dressrosa,,Slash
654093,Basil Hawkins - OP10-109 (Alternate Art),Basil Hawkins OP10 109 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/654093_200w.jpg,68,24305,https://cpt.tcgcsv.com/TFf7,2025-10-03T04:10:12.437,1,18.99,22.85,420.69,20.86,,Foil,R,OP10-109,"[On K.O.] Trash up to 1 card from the top of your opponent's Life cards.<br>
[Trigger] Draw 2 cards and trash 1 card from your hand.",Yellow,Character,4,5000,Hawkins Pirates;Supernovas,1000,Slash
654096,Donquixote Rosinante (Alternate Art),Donquixote Rosinante Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/654096_200w.jpg,68,24305,https://cpt.tcgcsv.com/XFf7,2025-10-03T04:10:12.437,1,3.51,5.35,26.26,4.57,,Foil,R,OP05-030,"[Blocker] <em>(After your opponent declares an attack, you may rest this card to make it the new target of the attack.)</em>
<br>
[Opponent's Turn] If your rested Character would be K.O.'d, you may trash this Character instead.",Green,Character,2,1000,Donquixote Pirates;Navy,1000,Special
654097,Mr.3(Galdino) - OP09-056 (Alternate Art),Mr3Galdino OP09 056 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/654097_200w.jpg,68,24305,https://cpt.tcgcsv.com/ZFf7,2025-10-03T04:10:12.437,1,4.42,6.3,50.0,5.92,,Foil,R,OP09-056,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 ""Cross Guild"" type card or card with a type including ""Baroque Works"" other than [Mr.3(Galdino)] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Blue,Character,1,2000,Former Baroque Works;Cross Guild,1000,Special
654098,Jesus Burgess (Alternate Art),Jesus Burgess Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/654098_200w.jpg,68,24305,https://cpt.tcgcsv.com/-Ff7,2025-10-03T04:10:12.437,1,70.0,110.0,420.69,67.48,,Foil,R,OP09-086,"This Character cannot be K.O.'d by your opponent's effects.<br>
If your Leader has the ""Blackbeard Pirates"" type, this Character gains +1000 power for every 4 cards in your trash.",Black,Character,4,5000,Blackbeard Pirates,1000,Strike
654099,Roronoa Zoro - OP09-076 (Alternate Art),Roronoa Zoro OP09 076 Alternate Art,https://tcgplayer-cdn.tcgplayer.com/product/654099_200w.jpg,68,24305,https://cpt.tcgcsv.com/_Ff7,2025-10-03T04:10:12.437,1,90.99,109.99,156250.0,53.92,,Foil,R,OP09-076,[On Play] <strong>You may return 1 or more DON!! cards from your field to your DON!! deck</strong>: Add up to 1 DON!! card from your DON!! deck and set it as active.,Purple,Character,3,5000,Straw Hat Crew,,Slash
