productId,name,cleanName,imageUrl,categoryId,groupId,url,modifiedOn,imageCount,lowPrice,midPrice,highPrice,marketPrice,directLowPrice,subTypeName,extRarity,extNumber,extDescription,extColor,extCardType,extCost,extPower,extSubtypes,extAttribute,extCounterplus,extLife
558025,Twenty Doctors,Twenty Doctors,https://tcgplayer-cdn.tcgplayer.com/product/558025_200w.jpg,68,23462,https://cpt.tcgcsv.com/wdt6,2024-09-13T04:08:26.533,1,0.01,0.1,3.0,0.05,,Normal,C,OP08-003,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)",Red,Character,2,2000,Drum Kingdom,Wisdom,1000,
558026,Kuromarimo,Kuromarimo,https://tcgplayer-cdn.tcgplayer.com/product/558026_200w.jpg,68,23462,https://cpt.tcgcsv.com/xdt6,2024-09-13T04:08:26.533,1,0.01,0.13,3.0,0.04,,Normal,C,OP08-004,"[On Play] If you have [Chess], K.O. up to 1 of your opponent's Characters with 3000 power or less.",Red,Character,4,5000,Drum Kingdom,Strike,1000,
558027,Chess,Chess,https://tcgplayer-cdn.tcgplayer.com/product/558027_200w.jpg,68,23462,https://cpt.tcgcsv.com/zdt6,2024-09-13T04:08:26.533,1,0.01,0.1,3.0,0.05,,Normal,C,OP08-005,"[On Play] Give up to 1 of your opponent's Characters 2000 power during this turn. Then, if you don't have [Kuromarimo], play up to 1 [Kuromarimo] from your hand.",Red,Character,3,3000,Drum Kingdom,Ranged,1000,
558028,Chessmarimo,Chessmarimo,https://tcgplayer-cdn.tcgplayer.com/product/558028_200w.jpg,68,23462,https://cpt.tcgcsv.com/Bdt6,2024-09-13T04:08:26.533,1,0.01,0.13,3.0,0.05,,Normal,UC,OP08-006,"[Your Turn] If you have [Kuromarimo] and [Chess] in your trash, this Character gains +2000 power.",Red,Character,5,6000,Drum Kingdom,Ranged;Strike,1000,
558029,Tony Tony.Chopper (007),Tony TonyChopper 007,https://tcgplayer-cdn.tcgplayer.com/product/558029_200w.jpg,68,23462,https://cpt.tcgcsv.com/Cdt6,2024-09-13T04:08:26.533,1,0.76,1.25,50.0,1.16,,Foil,SR,OP08-007,"[Your Turn] [On Play]/[When Attacking] Look at 5 cards from the top of your deck and play up to 1 [Animal] type Character card with 4000 power or less rested. Then, place the rest at the bottom of your deck in any order.",Red,Character,3,5000,Animal;Straw Hat Crew;Drum Kingdom,Strike,,
558030,Tony Tony.Chopper (0070) (Parallel),Tony TonyChopper 0070 Parallel,https://tcgplayer-cdn.tcgplayer.com/product/558030_200w.jpg,68,23462,https://cpt.tcgcsv.com/Ddt6,2024-09-13T04:08:26.533,1,11.25,49.99,100.0,35.92,,Foil,SR,OP08-007,"[Your Turn] [On Play]/[When Attacking] Look at 5 cards from the top of your deck and play up to 1 [Animal] type Character card with 4000 power or less rested. Then, place the rest at the bottom of your deck in any order.",Red,Character,3,5000,Animal;Straw Hat Crew;Drum Kingdom,Strike,,
558031,Dalton,Dalton,https://tcgplayer-cdn.tcgplayer.com/product/558031_200w.jpg,68,23462,https://cpt.tcgcsv.com/Fdt6,2024-09-13T04:08:26.533,1,0.01,0.19,5.0,0.11,,Foil,R,OP08-008,"[On Play] Give up to 1 of your opponent's Characters 1000 power during this turn.<br>
[DON!! x1] [Activate: Main] [Once Per Turn] You may add 1 card from the top of your Life cards to your hand: This Character gains [Rush] during this turn. (This card can attack on the turn in which it is played.)",Red,Character,5,6000,Drum Kingdom,Slash,1000,
558032,Maria Onion Bear,Maria Onion Bear,https://tcgplayer-cdn.tcgplayer.com/product/558032_200w.jpg,68,23462,https://cpt.tcgcsv.com/Gdt6,2024-09-13T04:08:26.533,1,0.01,0.13,3.0,0.05,,Normal,C,OP08-009,,Red,Character,3,5000,Drum Kingdom,Wisdom,1000,
558033,Hiking Bear,Hiking Bear,https://tcgplayer-cdn.tcgplayer.com/product/558033_200w.jpg,68,23462,https://cpt.tcgcsv.com/Hdt6,2024-09-13T04:08:26.533,1,0.01,0.2,3.0,0.11,,Normal,UC,OP08-010,[DON!! x1] [Activate: Main] [Once Per Turn] Up to 1 of your [Animal] type Characters other than this Character gains +1000 power during this turn.,Red,Character,3,3000,Animal;Drum Kingdom,Wisdom,2000,
558034,Musshuru,Musshuru,https://tcgplayer-cdn.tcgplayer.com/product/558034_200w.jpg,68,23462,https://cpt.tcgcsv.com/Jdt6,2024-09-13T04:08:26.533,1,0.01,0.12,3.0,0.05,,Normal,C,OP08-011,,Red,Character,6,8000,FILM;Drum Kingdom,Special,1000,
558035,Lapins,Lapins,https://tcgplayer-cdn.tcgplayer.com/product/558035_200w.jpg,68,23462,https://cpt.tcgcsv.com/Kdt6,2024-09-13T04:08:26.533,1,0.01,0.15,3.0,0.07,,Normal,UC,OP08-012,"[DON!! x2] [When Attacking] If your Leader has the [Drum Kingdom] type, K.O. up to 1 of your opponent's Characters with 4000 power or less.",Red,Character,3,3000,Animal;Drum Kingdom,Strike,1000,
558036,Robson,Robson,https://tcgplayer-cdn.tcgplayer.com/product/558036_200w.jpg,68,23462,https://cpt.tcgcsv.com/Ldt6,2024-09-13T04:08:26.533,1,0.01,0.15,3.0,0.09,,Normal,UC,OP08-013,"[DON!! x2] This Character gains [Rush].<br>
(This card can attack on the turn in which it is played.)",Red,Character,3,4000,Animal;Drum Kingdom,Wisdom,1000,
558037,Wapol,Wapol,https://tcgplayer-cdn.tcgplayer.com/product/558037_200w.jpg,68,23462,https://cpt.tcgcsv.com/Mdt6,2024-09-13T04:08:26.533,1,0.01,0.2,5.0,0.13,,Foil,R,OP08-014,"[DON!! x1] [When Attacking] Give up to 1 of your opponent's Characters 2000 power during this turn. Then, this Character gains +2000 power until the end of your opponent's next turn.",Red,Character,6,6000,Drum Kingdom,Strike,1000,
558038,Dr.Kureha,DrKureha,https://tcgplayer-cdn.tcgplayer.com/product/558038_200w.jpg,68,23462,https://cpt.tcgcsv.com/Ndt6,2024-09-13T04:08:26.533,1,0.01,0.22,12.0,0.19,,Foil,R,OP08-015,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 [Tony Tony.Chopper] or [Drum Kingdom] type card other than [Dr.Kureha] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Red,Character,1,2000,Drum Kingdom,Wisdom,1000,
558039,Dr.Kureha (Parallel),DrKureha Parallel,https://tcgplayer-cdn.tcgplayer.com/product/558039_200w.jpg,68,23462,https://cpt.tcgcsv.com/Pdt6,2024-09-13T04:08:26.533,1,1.5,3.0,10000.0,2.36,,Foil,R,OP08-015,"[On Play] Look at 4 cards from the top of your deck; reveal up to 1 [Tony Tony.Chopper] or [Drum Kingdom] type card other than [Dr.Kureha] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Red,Character,1,2000,Drum Kingdom,Wisdom,1000,
558040,Dr.Hiriluk,DrHiriluk,https://tcgplayer-cdn.tcgplayer.com/product/558040_200w.jpg,68,23462,https://cpt.tcgcsv.com/Qdt6,2024-09-13T04:08:26.533,1,0.01,0.2,5.0,0.14,,Foil,R,OP08-016,"[Activate:Main] You may rest this Character: If your Leader is [Tony Tony.Chopper], all of your [Tony Tony.Chopper] Characters gain +2000 power during this turn.",Red,Character,3,0,Drum Kingdom,Wisdom,2000,
558041,I'd Never Shoot You!!!!,Id Never Shoot You,https://tcgplayer-cdn.tcgplayer.com/product/558041_200w.jpg,68,23462,https://cpt.tcgcsv.com/Rdt6,2024-09-13T04:08:26.533,1,0.01,0.13,21.75,0.09,,Normal,C,OP08-017,"[Counter] Up to 1 of your Leader or Character cards gains +4000 power during this battle. Then, give up to 1 of your opponent's Leader or Character cards 1000 power during this turn.<br>
[Trigger] Up to 1 of your Leader or Character cards gains +1000 power during this turn.",Red,Event,2,,Drum Kingdom,,,
558042,Cloven Rose,Cloven Rose,https://tcgplayer-cdn.tcgplayer.com/product/558042_200w.jpg,68,23462,https://cpt.tcgcsv.com/Sdt6,2024-09-13T04:08:26.533,1,0.01,0.2,5.0,0.15,,Foil,R,OP08-018,"[Main] Up to 3 of your Characters gain +1000 power during this turn. Then, give up to 1 of your opponent's Characters 2000 power during this turn.<br>
[Trigger] Give up to 1 of your opponent's Leader or Character cards 3000 power during this turn.",Red,Event,2,,Animal;Straw Hat Crew;Drum Kingdom,,,
558043,Munch-Munch Mutation,Munch Munch Mutation,https://tcgplayer-cdn.tcgplayer.com/product/558043_200w.jpg,68,23462,https://cpt.tcgcsv.com/Tdt6,2024-09-13T04:08:26.533,1,0.01,0.15,3.0,0.08,,Normal,UC,OP08-019,"[Main]/[Counter] Give up to 1 of your opponent's Characters 3000 power during this turn. Then, up to 1 of your Characters gains +3000 power during this turn.<br>
[Trigger] K.O. up to 1 of your opponent's Characters with 5000 power or less.",Red,Event,3,,Drum Kingdom,,,
558044,Drum Kingdom,Drum Kingdom,https://tcgplayer-cdn.tcgplayer.com/product/558044_200w.jpg,68,23462,https://cpt.tcgcsv.com/Vdt6,2024-09-13T04:08:26.533,1,0.01,0.12,3.0,0.07,,Normal,C,OP08-020,[Opponent's Turn] All of your [Drum Kingdom] type Characters gain +1000 power.,Red,Stage,1,,Drum Kingdom,,,
558045,Carrot (021),Carrot 021,https://tcgplayer-cdn.tcgplayer.com/product/558045_200w.jpg,68,23462,https://cpt.tcgcsv.com/Wdt6,2024-09-13T04:08:26.533,1,0.01,0.2,5.0,0.21,,Normal,L,OP08-021,"[Activate:Main] [Once Per Turn] If you have a [Minks] type Character, rest up to 1 of your opponent's Characters with a cost of 5 or less.",Green,Leader,,5000,Minks,Special,,5
558046,Carrot (021) (Parallel),Carrot 021 Parallel,https://tcgplayer-cdn.tcgplayer.com/product/558046_200w.jpg,68,23462,https://cpt.tcgcsv.com/Xdt6,2024-09-13T04:08:26.533,1,20.0,24.46,1000.0,20.56,,Foil,L,OP08-021,"[Activate:Main] [Once Per Turn] If you have a [Minks] type Character, rest up to 1 of your opponent's Characters with a cost of 5 or less.",Green,Leader,,5000,Minks,Special,,5
558047,Inuarashi,Inuarashi,https://tcgplayer-cdn.tcgplayer.com/product/558047_200w.jpg,68,23462,https://cpt.tcgcsv.com/Zdt6,2024-09-13T04:08:26.533,1,0.01,0.18,5.0,0.54,,Normal,UC,OP08-022,"[On Play] If your Leader has the {Minks} type, up to 2 of your opponent's rested Characters with a cost of 5 or less will not become active in your opponent's next Refresh Phase.",Green,Character,5,6000,Minks;The Akazaya Nine,Slash,1000,
558048,Carrot (023),Carrot 023,https://tcgplayer-cdn.tcgplayer.com/product/558048_200w.jpg,68,23462,https://cpt.tcgcsv.com/-dt6,2024-09-13T04:08:26.533,1,0.89,1.99,50.0,1.26,,Foil,SR,OP08-023,[On Play]/[When Attacking] Up to 1 of your opponent's rested Characters with a cost of 7 or less will not become active in your opponent's next Refresh Phase.,Green,Character,5,6000,Minks,Special,1000,
558049,Carrot (023) (Parallel),Carrot 023 Parallel,https://tcgplayer-cdn.tcgplayer.com/product/558049_200w.jpg,68,23462,https://cpt.tcgcsv.com/_dt6,2024-09-13T04:08:26.533,1,19.71,23.5,79.99,20.91,,Foil,SR,OP08-023,[On Play]/[When Attacking] Up to 1 of your opponent's rested Characters with a cost of 7 or less will not become active in your opponent's next Refresh Phase.,Green,Character,5,6000,Minks,Special,1000,
558050,Concelot,Concelot,https://tcgplayer-cdn.tcgplayer.com/product/558050_200w.jpg,68,23462,https://cpt.tcgcsv.com/0ft6,2024-09-13T04:08:26.533,1,0.01,0.15,8.05,0.05,,Normal,UC,OP08-024,[When Attacking] Up to 1 of your opponent's rested Characters with a cost of 4 or less will not become active in your opponent's next Refresh Phase.,Green,Character,3,4000,Minks,Slash,1000,
558051,Shishilian,Shishilian,https://tcgplayer-cdn.tcgplayer.com/product/558051_200w.jpg,68,23462,https://cpt.tcgcsv.com/2ft6,2024-09-13T04:08:26.533,1,0.01,0.1,3.0,0.05,,Normal,C,OP08-025,[On Play] Up to 1 of your opponent's rested Characters with a cost of 3 or less will not become active in your opponent's next Refresh Phase.,Green,Character,3,4000,Minks,Slash,1000,
558052,Giovanni,Giovanni,https://tcgplayer-cdn.tcgplayer.com/product/558052_200w.jpg,68,23462,https://cpt.tcgcsv.com/3ft6,2024-09-13T04:08:26.533,1,0.01,0.11,8.05,0.05,,Normal,C,OP08-026,[DON!! x1] [When Attacking] Up to 1 of your opponent's rested Characters with a cost of 1 or less will not become active in your opponent's next Refresh Phase.,Green,Character,2,3000,Minks,Slash,1000,
558053,Tristan,Tristan,https://tcgplayer-cdn.tcgplayer.com/product/558053_200w.jpg,68,23462,https://cpt.tcgcsv.com/5ft6,2024-09-13T04:08:26.533,1,0.01,0.11,3.0,0.07,,Normal,C,OP08-027,,Green,Character,1,3000,Minks,Wisdom,1000,
558054,Nekomamushi,Nekomamushi,https://tcgplayer-cdn.tcgplayer.com/product/558054_200w.jpg,68,23462,https://cpt.tcgcsv.com/6ft6,2024-09-13T04:08:26.533,1,0.01,0.15,3.0,0.12,,Normal,UC,OP08-028,"[On Play] If your opponent has 7 or more rested cards, this Character gains [Rush] during this turn.<br>
(This card can attack on the turn in which it is played.)",Green,Character,5,6000,Minks;The Akazaya Nine,Slash,1000,
558055,Pekoms,Pekoms,https://tcgplayer-cdn.tcgplayer.com/product/558055_200w.jpg,68,23462,https://cpt.tcgcsv.com/7ft6,2024-09-13T04:08:26.533,1,0.01,0.13,3.0,0.05,,Normal,C,OP08-029,"If this Character is active, your {Minks} type Characters with a cost of 3 or less other than [Pekoms] cannot be K.O.'d by effects.",Green,Character,4,6000,Minks;Big Mom Pirates,Strike,,
558056,Pedro,Pedro,https://tcgplayer-cdn.tcgplayer.com/product/558056_200w.jpg,68,23462,https://cpt.tcgcsv.com/8ft6,2024-09-13T04:08:26.533,1,0.05,0.29,5.0,0.25,,Foil,R,OP08-030,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>
[On K.O.] Choose one:<br>
• Rest up to 1 of your opponent's DON!! cards.<br>
• K.O. up to 1 of your opponent's rested Characters with a cost of 6 or less.",Green,Character,4,5000,Minks,Slash,1000,
558057,Pedro (Parallel),Pedro Parallel,https://tcgplayer-cdn.tcgplayer.com/product/558057_200w.jpg,68,23462,https://cpt.tcgcsv.com/9ft6,2024-09-13T04:08:26.533,1,3.68,5.0,50.0,4.89,,Foil,R,OP08-030,"[Blocker] (After your opponent declares an attack, you may rest this card to make it the new target of the attack.)<br>
[On K.O.] Choose one:<br>
• Rest up to 1 of your opponent's DON!! cards.<br>
• K.O. up to 1 of your opponent's rested Characters with a cost of 6 or less.",Green,Character,4,5000,Minks,Slash,1000,
558058,Miyagi,Miyagi,https://tcgplayer-cdn.tcgplayer.com/product/558058_200w.jpg,68,23462,https://cpt.tcgcsv.com/bft6,2024-09-13T04:08:26.533,1,0.01,0.1,3.0,0.04,,Normal,C,OP08-031,[On Play] Set up to 1 of your [Minks] type Characters with a cost of 2 or less as active.,Green,Character,3,1000,Minks,Wisdom,1000,
558059,Milky,Milky,https://tcgplayer-cdn.tcgplayer.com/product/558059_200w.jpg,68,23462,https://cpt.tcgcsv.com/cft6,2024-09-13T04:08:26.533,1,0.05,0.2,3.0,0.15,,Normal,UC,OP08-032,"[Activate:Main] You may rest this Character: If your Leader has the [Minks] type, set up to 1 of your DON!! cards as active.",Green,Character,2,0,Minks,Wisdom,2000,
558060,Roddy,Roddy,https://tcgplayer-cdn.tcgplayer.com/product/558060_200w.jpg,68,23462,https://cpt.tcgcsv.com/dft6,2024-09-13T04:08:26.533,1,0.01,0.11,3.0,0.04,,Normal,C,OP08-033,"[On Play] If your Leader has the [Minks] type and your opponent has 7 or more rested cards, K.O. up to 1 of your opponent's rested Characters with a cost of 2 or less.",Green,Character,1,2000,Minks,Slash,1000,
558061,Wanda,Wanda,https://tcgplayer-cdn.tcgplayer.com/product/558061_200w.jpg,68,23462,https://cpt.tcgcsv.com/fft6,2024-09-13T04:08:26.533,1,0.01,0.24,5.0,0.19,,Foil,R,OP08-034,"[On Play] Look at 5 cards from the top of your deck; reveal up to 1 [Minks] type card other than [Wanda] and add it to your hand. Then, place the rest at the bottom of your deck in any order.",Green,Character,1,2000,Minks,Slash,1000,
558062,BB,BB,https://tcgplayer-cdn.tcgplayer.com/product/558062_200w.jpg,68,23462,https://cpt.tcgcsv.com/gft6,2024-09-13T04:08:26.533,1,0.01,0.12,3.0,0.05,,Normal,C,OP08-035,,Green,Character,2,4000,Minks,Strike,1000,
558063,Electrical Luna,Electrical Luna,https://tcgplayer-cdn.tcgplayer.com/product/558063_200w.jpg,68,23462,https://cpt.tcgcsv.com/hft6,2024-09-13T04:08:26.533,1,10.72,13.99,54.99,11.52,,Foil,R,OP08-036,"[Main] All of your opponent's rested Characters with a cost of 7 or less will not become active in your opponent's next Refresh Phase.<br>
[Trigger] Rest up to 1 of your opponent's Characters.",Green,Event,3,,Minks,,,
558064,Garchu,Garchu,https://tcgplayer-cdn.tcgplayer.com/product/558064_200w.jpg,68,23462,https://cpt.tcgcsv.com/jft6,2024-09-13T04:08:26.533,1,0.01,0.15,3.0,0.1,,Normal,UC,OP08-037,"[Main] You may rest 1 of your {Minks} type Characters: Rest up to 1 of your opponent's Characters.<br>
[Trigger] Draw 1 card.",Green,Event,1,,Minks,,,
558065,We Would Never Sell a Comrade to an Enemy!!!,We Would Never Sell a Comrade to an Enemy,https://tcgplayer-cdn.tcgplayer.com/product/558065_200w.jpg,68,23462,https://cpt.tcgcsv.com/kft6,2024-09-13T04:08:26.533,1,0.01,0.12,3.0,0.05,,Normal,C,OP08-038,"[Main] You may rest 2 of your Characters: None of your Characters can be K.O.'d by your opponent's effects until the end of your opponent's next turn.<br>
[Trigger] Rest up to 1 of your opponent's Characters with a cost of 3 or less.",Green,Event,1,,Minks;The Akazaya Nine,,,
558066,Zou,Zou,https://tcgplayer-cdn.tcgplayer.com/product/558066_200w.jpg,68,23462,https://cpt.tcgcsv.com/lft6,2024-09-13T04:08:26.533,1,0.05,0.25,5.0,0.23,,Foil,R,OP08-039,"[Activate:Main] You may rest this Stage: If your Leader has the [Minks] type, set up to 1 of your DON!! cards as active.<br>
[End of Your Turn] Set up to 1 of your [Minks] type Characters as active.",Green,Stage,3,,Animal,,,
558067,Atmos,Atmos,https://tcgplayer-cdn.tcgplayer.com/product/558067_200w.jpg,68,23462,https://cpt.tcgcsv.com/mft6,2024-09-13T04:08:26.533,1,0.01,0.37,7.0,0.28,,Normal,UC,OP08-040,"[On Play] You may reveal 2 cards with a type including ""Whitebeard Piratess"" from your hand: If your Leader's type includes ""Whitebeard Piratess"", return up to 1 of your opponent's Characters with a cost of 4 or less to the owner's hand.",Blue,Character,4,5000,Whitebeard Pirates,Slash,1000,
558068,Aphelandra,Aphelandra,https://tcgplayer-cdn.tcgplayer.com/product/558068_200w.jpg,68,23462,https://cpt.tcgcsv.com/nft6,2024-09-13T04:08:26.533,1,0.01,0.15,10.0,0.11,,Normal,C,OP08-041,"[Activate:Main] You may return this Character to the owner's hand: If your Leader has the {Kuja Pirates} type, place up to 1 of your opponent's Characters with a cost of 1 or less at the bottom of the owner's deck.",Blue,Character,3,4000,Amazon Lily,Slash,2000,
558069,Edward Weevil,Edward Weevil,https://tcgplayer-cdn.tcgplayer.com/product/558069_200w.jpg,68,23462,https://cpt.tcgcsv.com/pft6,2024-09-13T04:08:26.533,1,0.01,0.15,3.0,0.06,,Normal,UC,OP08-042,[DON!! x1] [When Attacking] Return up to 1 Character with a cost of 3 or less to the owner's hand.,Blue,Character,4,5000,The Seven Warlords of the Sea,Slash,1000,
558070,Edward.Newgate,EdwardNewgate,https://tcgplayer-cdn.tcgplayer.com/product/558070_200w.jpg,68,23462,https://cpt.tcgcsv.com/qft6,2024-09-13T04:08:26.533,1,0.25,0.99,50.0,0.72,,Foil,SR,OP08-043,"[On Play] If your Leader's type includes ""Whitebeard Piratess"" and you have 2 or less Life cards, select all of your opponent's Characters on their field. Until the end of your opponent's next turn, none of the selected Characters can attack unless your opponent trashes 2 cards from their hand whenever they attack.",Blue,Character,10,12000,The Four Emperors;Whitebeard Pirates,Special,,
558071,Edward.Newgate (Parallel),EdwardNewgate Parallel,https://tcgplayer-cdn.tcgplayer.com/product/558071_200w.jpg,68,23462,https://cpt.tcgcsv.com/rft6,2024-09-13T04:08:26.533,1,7.73,11.21,100.0,9.78,,Foil,SR,OP08-043,"[On Play] If your Leader's type includes ""Whitebeard Piratess"" and you have 2 or less Life cards, select all of your opponent's Characters on their field. Until the end of your opponent's next turn, none of the selected Characters can attack unless your opponent trashes 2 cards from their hand whenever they attack.",Blue,Character,10,12000,The Four Emperors;Whitebeard Pirates,Special,,
558072,Kingdew,Kingdew,https://tcgplayer-cdn.tcgplayer.com/product/558072_200w.jpg,68,23462,https://cpt.tcgcsv.com/sft6,2024-09-13T04:08:26.533,1,0.07,0.25,6.99,0.19,,Normal,UC,OP08-044,"[Activate:Main] [Once Per Turn] You may reveal 2 cards with a type including ""Whitebeard Piratess"" from your hand: This Character gains +2000 power during this turn.",Blue,Character,4,4000,Whitebeard Pirates,Strike,2000,
558073,Thatch,Thatch,https://tcgplayer-cdn.tcgplayer.com/product/558073_200w.jpg,68,23462,https://cpt.tcgcsv.com/tft6,2024-09-13T04:08:26.533,1,0.01,0.15,3.0,0.05,,Normal,UC,OP08-045,"If this Character would be removed from the field by your opponent's effect or K.O.'d, trash this Character and draw 1 card instead.",Blue,Character,4,5000,Whitebeard Pirates,Slash,1000,
558074,Shakuyaku,Shakuyaku,https://tcgplayer-cdn.tcgplayer.com/product/558074_200w.jpg,68,23462,https://cpt.tcgcsv.com/vft6,2024-09-13T04:08:26.533,1,0.01,0.2,5.0,0.2,,Foil,R,OP08-046,"[Your Turn] [Once Per Turn] When a Character is removed from the field by your effect, if your opponent has 5 or more cards in their hand, your opponent places 1 card from their hand at the bottom of their deck. Then, rest this Character.",Blue,Character,5,6000,Amazon Lily,Wisdom,1000,
558075,Jozu,Jozu,https://tcgplayer-cdn.tcgplayer.com/product/558075_200w.jpg,68,23462,https://cpt.tcgcsv.com/wft6,2024-09-13T04:08:26.533,1,1.5,2.85,17.0,2.27,,Foil,R,OP08-047,[On Play] You may return 1 of your Characters other than this Character to the owner's hand: Return up to 1 Character with a cost of 6 or less to the owner's hand.,Blue,Character,6,7000,Whitebeard Pirates,Strike,1000,
558076,Sweetpea,Sweetpea,https://tcgplayer-cdn.tcgplayer.com/product/558076_200w.jpg,68,23462,https://cpt.tcgcsv.com/xft6,2024-09-13T04:08:26.533,1,0.01,0.15,3.0,0.06,,Normal,C,OP08-048,,Blue,Character,4,6000,Amazon Lily,Strike,1000,
558077,Speed Jil,Speed Jil,https://tcgplayer-cdn.tcgplayer.com/product/558077_200w.jpg,68,23462,https://cpt.tcgcsv.com/zft6,2024-09-13T04:08:26.533,1,0.01,0.15,8.08,0.08,,Normal,C,OP08-049,"[On Play] Reveal 1 card from the top of your deck and place it at the top or bottom of your deck. If the revealed card's type includes ""Whitebeard Piratess"", this Character gains [Rush] during this turn.<br>
(This card can attack on the turn in which it is played.)",Blue,Character,4,5000,Whitebeard Pirates,Slash,1000,
